Manufacturer,Model,Fuel Type,Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Year
Ford,ranger ms-rt,Diesel,pickup,5,213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
Ford,ranger raptor,Diesel,pickup,5,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2016,2017,2018,2023,2025"
Ford,ranger raptor bi-turbo,Diesel,pickup,5,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2019,2025"
Ford,ranger raptor f150,Diesel,pickup,5,239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2014,2017,2019"
Ford,ranger raptor ms-rt,Diesel,pickup,5,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
Ford,ranger raptor sports,Petrol,pickup,5,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Ford,ranger single cab,Diesel,pickup,5,213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011
Ford,ranger stormtrak,Diesel,pickup,5,272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Ford,ranger wildtrak,Diesel,pickup,5,237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2017,2024,2025"
Ford,ranger xlt,Diesel,pickup,5,237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011
Honda,city,Petrol,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020
Honda,city rs,Petrol,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
Honda,city sv,Petrol,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Honda,city vtec,Petrol,sedan,5,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Honda,civic,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2008,2017,2018,2019,2020"
Honda,civic ex,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2018,2024"
Honda,civic fb1,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
Honda,civic fd3,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2009
Honda,civic sedan,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2018,2020"
Honda,civic sr,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Honda,cr-v,Petrol,suv,5,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2008,2013,2017,2018,2019,2020"
Honda,cr-v rm,Petrol,suv,5,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013
Honda,cr-v vti l,Petrol,suv,5,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2019,2024,2025"
Honda,cr-v vti lx,Petrol,suv,5,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,cr-z zf1,Hybrid,coupe,2,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
Honda,fit,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013–2014
Honda,fit,Petrol,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2012,2015"
Honda,fit f-grade,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
Honda,fit gp1,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011–2014
Honda,fit gp3 rs,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Honda,fit gp4 rs,Petrol,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
Honda,fit gp5,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2015,2017"
Honda,fit gp5,Petrol,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013–2014
Honda,fit gp5 f,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
Honda,fit gp5 h grade,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
Honda,fit gp5 l grade,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013–2014
Honda,fit gp5 s garde,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Honda,fit gp5 s grade,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013–2016
Honda,fit gp5 s grade rs,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Honda,fit l grade,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
Honda,fit rs,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Honda,fit rs ehev,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Honda,fit rs gp-3,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Honda,fit shuttle,Hybrid,wagon,5,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"2011,2012,2014,2016,2023"
Honda,fit shuttle,Petrol,wagon,5,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2013
Honda,fit shuttle gp2,Hybrid,wagon,5,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2014
Honda,fit shuttle gp2,Petrol,wagon,5,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2012
Honda,fit shuttle gp2 navi premium,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
Honda,fit shuttle gp7,Hybrid,wagon,5,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2022
Honda,fit shuttle gp7 navi premium,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Honda,fit shuttle gp7 z sensing,Hybrid,hatchback,5,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Honda,freed,Hybrid,minivan,7,142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2012
Honda,freed,Petrol,minivan,7,142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2013
Honda,freed cross star 7 seater,Petrol,minivan,7,142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2024
Honda,freed gp3,Hybrid,minivan,7,142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"2013,2015"
Honda,grace,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2014,2017"
Honda,grace,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015–2016
Honda,grace daa gm4,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Honda,grace ex,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015–2017
Honda,grace ex grade,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016–2017
Honda,grace ex highest,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
Honda,grace ex package,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2017,2019"
Honda,grace ex package,Petrol,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Honda,grace ex sensing,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Honda,grace gtace ex,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Honda,grace rs sensing,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Honda,insight,Hybrid,liftback,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"2009,2019,2020"
Honda,insight ze2,Hybrid,liftback,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2012
Honda,insight ze4,Hybrid,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019
Honda,n-box,Petrol,kei / hatchback,4,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2025
Honda,n-box base grade,Petrol,kei,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Honda,n-box custom,Petrol,kei,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2017,2022,2023,2024,2025"
Honda,n-box custom sensing,Hybrid,kei,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
Honda,n-box highest grade,Petrol,kei,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022
Honda,n-box n wagon,Petrol,kei,4,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Honda,n-one,Petrol,kei / hatchback,4,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Honda,n-wgn,Petrol,kei / hatchback,4,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Honda,n-wgn l,Petrol,kei/hatchback,4,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Honda,step wagon,Petrol,minivan,7,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2023
Honda,vezel,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2013,2015,2018,2022"
Honda,vezel,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2014,2016,2017,2023,2024,2025"
Honda,vezel e-hev,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2022
Honda,vezel hr-v,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
Honda,vezel ivory,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2016,2023"
Honda,vezel rs,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016–2018
Honda,vezel rs sensing,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2017–2019
Honda,vezel rs sensing,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
Honda,vezel rv3,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
Honda,vezel rv5 x,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,vezel rv5 x e-hev,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,vezel rv5 z,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,vezel rv5 z e-hev,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,vezel x,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2014,2022,2023,2024"
Honda,vezel x e-hev,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,vezel x hunt,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2022,2024"
Honda,vezel z,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2014,2015,2016,2017,2018,2022,2023"
Honda,vezel z,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024–2025
Honda,vezel z e-hev,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2023,2025"
Honda,vezel z ivory,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
Honda,vezel z navi-premium,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,wr-v z,Petrol,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Honda,zr-v z,Petrol,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
Honda,zr-v z premium,Petrol,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
Hyundai,accent,Diesel,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
Hyundai,creta,Petrol,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Hyundai,elantra,Petrol,sedan,5,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011
Hyundai,eon,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014–2016
Hyundai,eon magna plus,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2015,2017"
Hyundai,grand i10,Petrol,hatchback,5,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2018,2024,2025"
Hyundai,ioniq,Hybrid,hatchback,5,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020
Hyundai,ioniq,Petrol,hatchback,5,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Hyundai,kona,Electric,suv,5,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2020
Hyundai,santa fe,Diesel,suv,7,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013–2016
Hyundai,santa fe 4wd,Diesel,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2010
Hyundai,santa fe calligraphy 4wd,Hybrid,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Hyundai,santa fe crd,Diesel,suv,7,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013
Hyundai,terracan,Diesel,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2006
Hyundai,tucson,Diesel,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012–2014
Hyundai,tucson,Petrol,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2011
Hyundai,tucson ix 35,Diesel,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012
Hyundai,venue,Petrol,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
Hyundai,venue sx,Petrol,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
JAC,t9,Diesel,pickup,5,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
JMEV,elight,Electric,sedan/coupe,5,150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Jaecoo,j6,Electric,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Jaecoo,j7 4wd,Petrol,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Jaecoo,j7 phev,Hybrid,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Jaguar,e-pace p 250,Petrol,compact suv,5,204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Jaguar,e-pace r dynamic,Petrol,compact suv,5,204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Jaguar,f-pace r dynamic,Diesel,suv,5,213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
Jaguar,f-pace r-line,Diesel,suv,5,213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
Jaguar,xf,Diesel,sedan,5,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
Jeep,wrangler,Diesel,suv,4,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2013,2015,2016"
Jeep,wrangler gladiator,Petrol,pickup,5,257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
Jeep,wrangler rubicon,Petrol,suv,5,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2018,2024"
Jeep,wrangler rubicon jl,Petrol,suv,5,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Jeep,wrangler sports,Diesel,suv,4,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
Kia,carens clavis,Petrol,mpv,7,195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,carnival,Diesel,mpv,7,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
Kia,carnival grand,Diesel,muv,7,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
Kia,cerato,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011
Kia,ev5,Electric,uv,5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Kia,picanto,Petrol,hatchback,5,152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2012,2016,2017,2019"
Kia,picanto sport,Petrol,hatchback,5,152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016–2017
Kia,rio gt line,Petrol,hatchback/sedan,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Kia,seltos gt line,Petrol,suv,5,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2020
Kia,sonet,Petrol,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,sonet gt line,Petrol,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,sonet gtx,Petrol,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,sorento,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2008,2012,2013,2014,2015"
Kia,sorento,Petrol,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2010–2011
Kia,sorento 1-10,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2009–2010
Kia,sorento 1-11,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
Kia,sorento 1-12,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012
Kia,sorento 1-20,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015–2017
Kia,sorento 1-24,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
Kia,sorento 1-7,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012
Kia,sorento 1-8,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012
Kia,sorento 1-8,Petrol,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2010
Kia,sorento cadi,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2011
Kia,sorento crdi,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
Kia,sorento crdi 1-14,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
Kia,sorento ex,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2008
Kia,sorento face lift,Diesel,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013–2014
Kia,sorento gt line,Hybrid,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,sorento hev,Hybrid,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,sorento sonet gxt,Petrol,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
Kia,sorento unit 1,Petrol,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
Kia,sorento unit 2,Petrol,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
Kia,sorento unit 3,Petrol,suv,7,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
Kia,soul,Petrol,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
Kia,sportage,Diesel,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2008,2013,2014,2015"
Kia,sportage,Petrol,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2011,2012,2016,2018,2019"
Kia,sportage lx,Diesel,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2015
Kia,stonic,Petrol,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019–2020
Kia,stonic gt,Petrol,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2020
Land Rover,defender,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2008,2010,2012"
Land Rover,defender,Petrol,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
Land Rover,defender 110,Petrol,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
Land Rover,defender 110 hse,Hybrid,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,defender 110 p300e x-dynamic hse,Hybrid,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,defender 110 p400e x-dynamic hse,Hybrid,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,defender 110 puma,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
Land Rover,defender 110 straight,Petrol,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,defender 110 x-dynamic hse,Hybrid,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2023,2025"
Land Rover,defender 130,Diesel,suv,7,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2005
Land Rover,defender 2.2tdi,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2014
Land Rover,defender kahn,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2005
Land Rover,defender p300 straight,Petrol,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,defender p300e x-dynamic hse,Hybrid,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,defender p400e,Hybrid,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,defender p400e se,Petrol,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,defender puma,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2008–2009
Land Rover,defender puma 2.2l,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2014
Land Rover,defender puma 2.2l td6 autobi,Diesel,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016
Land Rover,defender x-dynamic hse phev,Petrol,suv,5,226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,discovery 4,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2007,2010,2012,2013,2015,2016"
Land Rover,discovery 4 gs,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2010,2014"
Land Rover,discovery 4 hse,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2010,2014"
Land Rover,discovery 4 sdv6,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2012,2014,2016"
Land Rover,discovery 4 vogue,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013–2014
Land Rover,discovery 5,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2017,2019"
